d,P,max_abs_z_price,max_abs_z_delta,max_abs_z_vega,max_abs_z_corr,max_abs_z,worst,distinct_delta_z
2,6,0.5234768823835383,0.523337445661297,0.6772697546088885,0.38539447657869563,0.6772697546088885,vega[1],1
10,66,0.5846106072668034,0.5994938820518226,1.7705905341259047,2.6090823367574294,2.6090823367574294,corr[30],1
50,1326,0.6914639056384588,0.5286251629953962,1.8516303787884707,2.5698564437329496,2.5698564437329496,corr[49],1
