d,greek,index,exact,mc,se,z
50,corr,937,0.04521721870658261,0.04086728588976499,0.0037274406187958724,-1.167002579432866
50,corr,938,0.03763149007771591,0.0342976221089792,0.003035855313876184,-1.0981643141879576
50,corr,939,0.04087285595174667,0.03731382186339192,0.0033449335188821057,-1.06400742145219
50,corr,940,0.029899287613556525,0.026826056981533553,0.002454903793936161,-1.2518741628955623
50,corr,941,0.03161519246454825,0.028507663475454824,0.0025768218494354104,-1.2059541445499202
50,corr,942,0.02943596407421024,0.026798300507438512,0.0023796979843175668,-1.1084026562001479
50,corr,943,0.029635582754282748,0.026765764654156782,0.0024084219582037017,-1.1915761232580657
50,corr,944,0.03927787594505295,0.03535891299084749,0.003202174302669465,-1.2238443581720249
50,corr,945,0.024319053797760275,0.021887750693600688,0.0019817450566888732,-1.2268495869099534
50,corr,946,0.020199262766618202,0.01821056598524751,0.001643514133210049,-1.210027185763499
50,corr,947,0.04574171099805001,0.041198522628884494,0.003723810908403004,-1.2200373437097827
50,corr,948,0.029626745872760134,0.026590998329611898,0.002410246213794379,-1.2595176068627236
50,corr,949,0.029416004359013842,0.02947941193360102,0.0015931164196192314,0.03980096734068741
50,corr,950,0.034393726467371884,0.03435158315397191,0.0018440108846313286,-0.022854156529775443
50,corr,951,0.031507175297820156,0.031335614804775105,0.0016885951644365375,-0.10159954064673514
50,corr,952,0.04339829740995837,0.043081607854585695,0.0023005689605409153,-0.13765705823406946
50,corr,953,0.03547377490492084,0.03533380369251693,0.001910068445716911,-0.07328073123126948
50,corr,954,0.017130758389244924,0.017414607785580814,0.0009670906979301004,0.2935085581356781
50,corr,955,0.035743503278321376,0.03516993945703977,0.0019459117853357169,-0.29475324914723755
50,corr,956,0.019501211262597226,0.019960163152914098,0.0011188111533914982,0.4102139033255359
50,corr,957,0.02169986016852843,0.02152738283846007,0.0011688100545391982,-0.14756660365687713
50,corr,958,0.030692383934581517,0.030642450713457708,0.001671504932517748,-0.02987321194954271
50,corr,959,0.03497192793050473,0.03473739853953494,0.0018794695040456192,-0.12478488768503897
50,corr,960,0.049908922521762544,0.049937526562985585,0.0026440673266820086,0.010818197000654697
50,corr,961,0.04153610452811383,0.041607651702899366,0.0022144277774434097,0.032309554420483604
50,corr,962,0.045113792030776076,0.04523615404393706,0.002405372915041734,0.05087028809371291
50,corr,963,0.03300161468674433,0.03295473692331052,0.001752223515899461,-0.026753301167600413
50,corr,964,0.034895560504566055,0.03497716611247114,0.0018643469304566696,0.04377168571575713
50,corr,965,0.03249021705351537,0.032710282454488475,0.001738945865861349,0.12655103605775717
50,corr,966,0.03271054801421166,0.03270730219997529,0.0017529273722417123,-0.0018516535754820457
50,corr,967,0.043353318126036586,0.04356645793530247,0.002306650827247505,0.09240228592388272
50,corr,968,0.026842380104601608,0.02699975465757454,0.001446899941605023,0.1087667145790054
50,corr,969,0.022295122726535825,0.02250625865623225,0.0012051030146353974,0.17520156130412148
50,corr,970,0.05048783572975907,0.05037897848758198,0.0027092544526982998,-0.0401797778974473
50,corr,971,0.03270079422466285,0.03274462147923522,0.0017552621411923606,0.02496906504381233
50,corr,972,0.02837545133204352,0.026624909247416197,0.0017991731495586227,-0.9729703253168103
50,corr,973,0.02599399399543387,0.02439820638648544,0.001650076259027089,-0.9670993084218621
50,corr,974,0.03580438651269888,0.033558706830068404,0.002280319548459027,-0.9848092054238792
50,corr,975,0.02926651098226763,0.02739622577882187,0.0018711791669837553,-0.999522245889774
50,corr,976,0.014133187964268861,0.013188535612851222,0.0009100083730260959,-1.0380699556382535
50,corr,977,0.02948904180746213,0.02787961184360548,0.0018534405095162376,-0.8683472469675995
50,corr,978,0.016088854798059632,0.015031152672688031,0.0010249811766838727,-1.0319234630177214
50,corr,979,0.01790278022674752,0.01696305616255118,0.0011431748467771899,-0.8220300392766561
50,corr,980,0.0253217762671432,0.023942152400188738,0.001606374611055324,-0.8588431723582243
50,corr,981,0.028852478079721095,0.0273644336694962,0.0018327883207886727,-0.8119019492576053
50,corr,982,0.04117577091841129,0.03891381408745291,0.0026177002127713107,-0.8641007934837921
50,corr,983,0.034268043437464334,0.032283010754499186,0.0021704207943938933,-0.9145842539347229
50,corr,984,0.037219700848281974,0.035052737564660104,0.0023629854370954204,-0.9170447052291187
50,corr,985,0.027226933734875457,0.025790956287522326,0.0017306190632992591,-0.8297478502378094
50,corr,986,0.028789473561146115,0.02725544898683784,0.001831513782886366,-0.837571952033436
50,corr,987,0.026805021364700136,0.025318438041615182,0.0017077878850993813,-0.8704730464805034
50,corr,988,0.02698679842390048,0.02550487128009151,0.0017193482466698004,-0.861912149955257
50,corr,989,0.03576727778349259,0.03392214416673811,0.002279942356787936,-0.8092895907043762
50,corr,990,0.022145452921971124,0.02101337048725197,0.00140795619726568,-0.8040608343623986
