kind,sigma,T,K,greek,bs,ad,se,z_score
call,0.4,2.0,80.0,rho,88.81589211225806,88.85604786903943,0.07048866600141619,0.5696767871953653
call,0.4,2.0,100.0,delta,0.6771052869398673,0.6783511059960655,0.0008431189235090595,1.4776314722164614
call,0.4,2.0,100.0,vega,50.7636345571413,51.02077288669594,0.17109668445595724,1.5028831819404809
call,0.4,2.0,100.0,rho,82.84057772447689,82.95042739599576,0.0901696447557652,1.2182555650120774
call,0.4,2.0,120.0,delta,0.5546100352632285,0.5543217494486223,0.0008591006865485266,-0.33556697034472177
call,0.4,2.0,120.0,vega,55.88953822138671,55.909718784598525,0.1681200508059188,0.12003662332408796
call,0.4,2.0,120.0,rho,72.57337431391139,72.52242950760838,0.10241850221297803,-0.4974179977468201
put,0.1,0.25,80.0,delta,-1.079875945664277e-06,0.0,0.0,nan
put,0.1,0.25,80.0,vega,0.00026636940855904166,0.0,0.0,nan
put,0.1,0.25,80.0,rho,-2.726326039898791e-05,0.0,0.0,nan
put,0.1,0.25,100.0,delta,-0.39165811915360516,-0.39260213915359937,0.00046935482618081116,-2.0113141430243835
put,0.1,0.25,100.0,vega,19.206945765285237,19.24580916105606,0.027938132274496784,1.3910520355828453
put,0.1,0.25,100.0,rho,-10.147106046596962,-10.171360040626631,0.01215190590058185,-1.9959004149717607
put,0.1,0.25,120.0,delta,-0.9996261063437494,-0.9996145677615211,5.286598175276398e-05,0.21826100349758382
put,0.1,0.25,120.0,vega,0.06786807852586148,0.08812482316845861,0.050009825427564054,0.4050552960225326
put,0.1,0.25,120.0,rho,-29.61810621159211,-29.61841618727798,0.0005139379258749652,-0.6031383757908517
put,0.1,1.0,80.0,delta,-0.0027059540700674622,-0.002711502157287329,4.4675304752242256e-05,-0.1241868914075728
put,0.1,1.0,80.0,vega,0.8336345983543735,0.835461188052663,0.01378497895048192,0.1325058025007481
put,0.1,1.0,80.0,rho,-0.2789272611022913,-0.27950925409528976,0.004603486713592201,-0.126424388557493
put,0.1,1.0,100.0,delta,-0.29115968678834636,-0.29174039788673534,0.0004193328325476172,-1.3848452906988453
put,0.1,1.0,100.0,vega,34.294385501938386,34.36713388008237,0.054085600110288255,1.3450600158940653
put,0.1,1.0,100.0,rho,-31.043868837728187,-31.10615341059785,0.04462418685011297,-1.395758158661146
put,0.1,1.0,120.0,delta,-0.8985292211282043,-0.8982107721080994,0.0002850611376855357,1.117125339113086
put,0.1,1.0,120.0,vega,17.737706981433394,17.86490772683852,0.0766915508960508,1.658601813614861
put,0.1,1.0,120.0,rho,-104.4629495634696,-104.44179467931208,0.03183842847008625,0.6644449859515249
put,0.1,2.0,80.0,delta,-0.009244402563467036,-0.009186721808107551,7.914836295705118e-05,0.7287675095792433
