K,chunk_rev,price_ms,price_q25_ms,price_q75_ms,price_runs,fwd_ms,fwd_q25_ms,fwd_q75_ms,fwd_runs,rev_ms,rev_q25_ms,rev_q75_ms,rev_runs,price_flops,price_bytes,fwd_flops,fwd_bytes,rev_flops,rev_bytes,fwd_temp_mb,rev_temp_mb,fwd_x,fwd_flops_x,rev_x,rev_flops_x,max_err_fwd_vs_rev
1,1,0.1097999993362464,0.10829999973793747,0.11372500011930242,100,0.5127000003994908,0.483600000734441,0.5461499995362828,100,0.5389500001911074,0.49517499974172097,0.5874499993296922,100,600008.0,800128.0,1400009.0,8800200.0,1500008.0,8800208.0,3.200008,3.200072,4.669398938969227,2.333317222437034,4.90846997676796,2.499980000266663,1.1102230246251565e-16
10,10,0.2466000005370006,0.23550000059913145,0.25452500085521024,100,2.0615499997802544,1.9928499996240134,2.1988999969835277,100,11.295149999568821,11.081149999881745,11.597949999668344,100,3300008.0,800432.0,10400009.0,52000776.0,29400298.0,52002216.0,24.800008,24.80084,8.359894547003188,3.1515102387630574,45.803527879044196,8.909159614158511,2.220446049250313e-16
100,3,0.684049999108538,0.6510749999506515,0.7212749997052015,100,19.762949999858392,19.19807500053139,20.603175001269847,100,825.6679000005533,818.8979999995354,827.2075499990024,3,30300008.0,803312.0,100400008.0,484006496.0,2090429824.0,484164928.0,240.800008,240.88024,28.891089870058767,3.313530742302114,1207.0285813560024,68.9910650848673,3.3306690738754696e-16
1000,1,4.9414000004617264,4.869124998549523,5.123449997881835,100,208.30634999947506,205.58105000145588,210.1336750001792,12,92171.25190000297,91720.40085000117,92483.84455000269,3,300300000.0,832112.0,1000400000.0,4804064256.0,200903393280.0,4820048384.0,2400.800008,2408.800176,42.155330469100015,3.3313353313353313,18652.86191998026,669.0089686313686,3.3306690738754696e-16
