d,k_individual,reps,chi2_dof_median,individual_fail_share,mean_z_stat_mean,mean_z_stat_sd,mean_z_stat_sd_lo,mean_z_stat_sd_hi,mean_z_stat_gt2,mean_z_stat_max_abs,mean_z_stat_ge4,mean_z2_stat_mean,mean_z2_stat_sd,mean_z2_stat_sd_lo,mean_z2_stat_sd_hi,mean_z2_stat_gt2,mean_z2_stat_max_abs,mean_z2_stat_ge4,mean_z2_normal_mean,mean_z2_normal_sd,mean_z2_normal_sd_lo,mean_z2_normal_sd_hi,mean_z2_normal_gt2,mean_z2_normal_max_abs,mean_z2_normal_ge4
2,4.0,200,2.2615488418580902,0.0,0.05064461167469137,1.0299230403563044,0.937912174730433,1.1421073267379123,0.065,2.658428334699312,0,-0.03422677760446736,1.032524150724923,0.9402809081085123,1.1449917628493964,0.045,3.2560409055362602,0,-0.01776362728205491,0.9869814088058416,0.8988068460254511,1.0944882813392418,0.05,4.553683543393269,1
10,5.057943192840499,200,8.182802281302433,0.0,0.044114666913176295,0.9907933011377589,0.9022781929968035,1.0987153837444008,0.04,2.4809818520115376,0,0.010264380887374008,0.9592936397968238,0.8735926361989598,1.0637846242628002,0.025,2.8523780778122,0,-0.002601681551835586,0.971902267631975,0.8850748393246828,1.0777666458958495,0.04,4.010196966266266,1
50,5.6779378846780535,200,38.890236010480905,0.0,-0.01091954578996817,0.9566945107793536,0.8712257071628474,1.060902385320983,0.03,3.340065696591415,0,0.10301973514944503,0.9909323875568253,0.9024048537672401,1.098869620140754,0.035,2.967482491489422,0,0.10162127907912097,1.009805086691385,0.9195915110170909,1.1197980265481335,0.03,3.565131461496362,0
